title,link,problem
Conta errada mais de 6 meses,/claro/conta-errada-mais-de-6-meses_2ZZnGtIPY36-jIFG/,Cobrança indevida
Fraude,/claro/titulo_YhuBs57nt1mGCwta/,Cobrança indevida
Negociar dividas,/claro/negociar-dividas_-gNtwQ5DalXDAvTi/,Cobrança indevida
Cobrança após solicitação de cancelamento,/claro/cobranca-apos-solicitacao-de-cancelamento_F_rdLnuQOIMJLfUK/,Cobrança indevida
Serasa,/claro/serasa_QM7WTKyP3LMbQs0w/,Cobrança indevida
Absurdo,/claro/absurdo_zKkVyrGtdwt3sJ_J/,Cobrança indevida
PROPAGANDA ENGANOSA,/claro/propaganda-enganosa_Cyejb-Rm_pa-_jUN/,Cobrança indevida
Recebi um WhatsApp oferecendo descontos para pagar,/claro/recebi-um-whatsapp-oferecendo-descontos-para-pagar_vuZ4q8hBI4-Fj7Fv/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_N2DoE3Dl8PU5VBiF/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_Cyew4qyHBadtxFiA/,Cobrança indevida
Não cumpre o que promete,/claro/nao-cumpre-o-que-promete_wQLSu96q2SE3eJn1/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_81YssLH9WkbjvViu/,Cobrança indevida
"Toda vez que compro credito para meu celular pre-pago, vem com R$ 10,00 à menos.",/claro/toda-vez-que-compro-credito-para-meu-celular-pre-pago-vem-com-r-10-00-a-m__Q41u6kTAXdpx2yQ/,Cobrança indevida
25 e 10 segundos de recarga,/claro/25-e-10-segundos-de-recarga_D7x9eoi-JL2f_-hL/,Cobrança indevida
Cobrançãs [Editado pelo Reclame Aqui],/claro/cobrancas_jmWsrugAjLkTAV3d/,Cobrança indevida
COBRANÇA INDEVIDA,/claro/cobranca-indevida_NTzlVpvetpcNAbwX/,Cobrança indevida
Valor de fatura acima do contratado,/claro/valor-de-fatura-acima-do-contratado_wUXV88PxXgPRKlvT/,Cobrança indevida
Alteração de valor,/claro/alteracao-de-valor_0pNwplZGtVG_qwLi/,Cobrança indevida
Cobrança indevida no cartão de credito,/claro/cobranca-indevida-no-cartao-de-credito_t_-yZFaZRUnjhJQY/,Cobrança indevida
Valor errado todo mês,/claro/valor-errado-todo-mes_LDaQEZLZrKdBolhW/,Cobrança indevida
Aumento abusivo e 5g cai demais.,/claro/aumento-abusivo-e-5g-cai-demais_r2IxcWb_z5VQoa2M/,Cobrança indevida
Insistência em cobranças [Editado pelo Reclame Aqui] pela CLARO,/claro/insistencia-em-cobrancas-pela-claro_W6Ak2MHJPF2I4nLQ/,Cobrança indevida
"Problemas e mais problemas (perda de linha em pedido de portabilidade, cobrança indevida, falta de atendimento..)",/claro/problemas-e-mais-problemas-perda-de-linha-em-pedido-de-portabilidade-cobr_fatKarlpZRwgV6aW/,Cobrança indevida
Conta com valores que não são justificados,/claro/conta-com-valores-que-nao-sao-justificados_g8XUMq1givTjTQir/,Cobrança indevida
Produtos e serviços contratos sem meu consentimento,/claro/produtos-e-servicos-contratos-sem-meu-consentimento_16RxU1xzyhpStE4c/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_HB2J3f8wOlq_v8h0/,Cobrança indevida
Conta está paga e bloquearam meu telefone,/claro/conta-esta-paga-e-bloquearam-meu-telefone_JLQItsKfZ2SHKmUd/,Cobrança indevida
Estão cobrando uma multa sendo que eu não fiz cancelamento,/claro/estao-cobrando-uma-multa-sendo-que-eu-nao-fiz-cancelamento_g4le1XGaBwMGHn4T/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_i6KBycj5LvTIyOKk/,Cobrança indevida
Protocolo de atendimento inexistente,/claro/protocolo-de-atendimento-inexistente_O0BHm7qEA4eivaF5/,Cobrança indevida
Golpe da Claro,/claro/da-claro_QixuTxMzojJQfn8l/,Cobrança indevida
COBRANÇA INDEVIDA NA FATURA,/claro/cobranca-indevida-na-fatura_TfK1RImNQrGaz_Uu/,Cobrança indevida
Migração de plano de dados não autorizada,/claro/migracao-de-plano-de-dados-nao-autorizada_fsTHf7c9ihQ0tdy2/,Cobrança indevida
COBRANÇA INDEVIDA,/claro/cobranca-indevida_ntSvnAgHo-UkHGM1/,Cobrança indevida
Cobrança indevida e Negativação no Serasa,/claro/cobranca-indevida-e-negativacao-no-serasa_KpXaV4lXXqhrGcet/,Cobrança indevida
Cobrança em duplicidade,/claro/cobranca-em-duplicidade_TAGI1BJ1rVrQjmUP/,Cobrança indevida
Venda enganosa,/claro/venda-enganosa_5ve9S_B289bS5aAV/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_M6ZhBNAfJIkK9fxx/,Cobrança indevida
"Cobrança indevida e suspensão da linha, por erro reconhecido pela própria operadora Claro",/claro/cobranca-indevida-e-suspensao-da-linha-por-erro-reconhecido-pela-propria-o_W9qpF47MWkbH2D8W/,Cobrança indevida
Recarga Programada indevida,/claro/recarga-programada-indevida_l-amgz5XD25IUSNJ/,Cobrança indevida
Golpe do pix com desconto na fatura claro controle,/claro/do-pix-com-desconto-na-fatura-claro-controle_49dMQRvK-NNWWAZb/,Cobrança indevida
Duas cobranças de plano de celular para a mesma linha.,/claro/duas-cobrancas-de-plano-de-celular-para-a-mesma-linha_BMfeFdcll3uwFp1h/,Cobrança indevida
Cancelamento Celular MÓVEL,/claro/cancelamento-celular-movel_epWF33niJrIH__vO/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_cisKOX6cKyS8f02T/,Cobrança indevida
"PIOR REDE TELEFONICA QUE EXISTE, PESSIMO ATENDIMENTO E RESPEITO COM O CONSUMIDOR",/claro/pior-rede-telefonica-que-existe-pessimo-atendimento-e-respeito-com-o-consu_w6KUuaBmtwgo-GEh/,Cobrança indevida
Fatura claro móvel,/claro/fatura-claro-movel_YSMYq8D9HO0KmfbQ/,Cobrança indevida
Redução do valor do plano,/claro/reducao-do-valor-do-plano_ymj2ehzOnqnBW010/,Cobrança indevida
Descumprimento de acordo judicial e impossibilidade de contato com a ouvidoria,/claro/descumprimento-de-acordo-judicial-e-impossibilidade-de-contato-com-a-ouvido_Y3HP2NtpGCA5JNYf/,Cobrança indevida
A claro roubou meu dinheiro,/claro/a-claro-meu-dinheiro_3ouMwMtWufQQvd6V/,Cobrança indevida
Aumento de preço,/claro/aumento-de-preco_kM-40v_e-noJN-EF/,Cobrança indevida
Venda Casada,/claro/venda-casada__pmLQO8rysnhLrDj/,Cobrança indevida
Fatura abusiva.,/claro/fatura-abusiva_Cb2Iqq6cIBKpBErX/,Cobrança indevida
A Claro fez Plano de Celular sem minha autorização,/claro/a-claro-fez-plano-de-celular-sem-minha-autorizacao_K0dfXuSm50gCWUva/,Cobrança indevida
Cobrança e negativação indevida,/claro/cobranca-e-negativacao-indevida_QaVgrPucB8GrBdUP/,Cobrança indevida
Cobrança indevida e não recebimento do chip,/claro/cobranca-indevida-e-nao-recebimento-do-chip_SZacLesk7Bfgs5_5/,Cobrança indevida
Cobrança indevida e reiterada,/claro/cobranca-indevida-e-reiterada_qNf2hsIcXzTfwiF-/,Cobrança indevida
Empresa safada,/claro/empresa_jtDnFAwfgdtYH21C/,Cobrança indevida
"Portabilidade cancelada, fatura indevida!",/claro/portabilidade-cancelada-fatura-indevida_-_-pd8L2RFU5f9ah/,Cobrança indevida
Incapaz de alterar meu plano por débitos que nem mesmo a Claro conhece,/claro/incapaz-de-alterar-meu-plano-por-debitos-que-nem-mesmo-a-claro-conhece_Go8-zRxdSpPfWXXS/,Cobrança indevida
Cobrança indevida após portabilidade,/claro/cobranca-indevida-apos-portabilidade_amgrOeCEZFejvnwD/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_rcXNn-xd9zdzWTtJ/,Cobrança indevida
Cancelei meu pós pago e ainda estão me cobrando,/claro/cancelei-meu-pos-pago-e-ainda-estao-me-cobrando_PD4VyKlIatcCGZuK/,Cobrança indevida
"COBRANÇA INDEVIDA MESMO COM CREDIDO DE R$162,00",/claro/cobranca-indevida-mesmo-com-credido-de-r-162-00_-MHdn078stO6Mt87/,Cobrança indevida
LOJA SEM SISTEMA,/claro/loja-sem-sistema_LMWvsIatDDNcGKgM/,Cobrança indevida
Cobrança,/claro/cobranca_FtcZgKGKflSxN2hE/,Cobrança indevida
meu número está bloqueado para ligação e internet e faturas em dia,/claro/meu-numero-esta-bloqueado-para-ligacao-e-internet-e-faturas-em-dia_QgQ10JE5FIUv_Mk1/,Cobrança indevida
"CLARO CELULAR SUMIU E DIMIMUIU R$ 20,00 EM 30/01/2023 DENTRO DA VALIDADE COM VENCIMENTO 12/02/2023 OS MEUS CRÉDITOS CELULAR PAGO EM  13/01/2023 DE R$ 20,02.",/claro/claro-celular-sumiu-e-dimimuiu-r-20-00-em-30-01-2023-dentro-da-validade-co_5mzq3lT2WHgvwta2/,Cobrança indevida
Cobrança indevida - CLARO FLEX,/claro/cobranca-indevida-claro-flex_MwO1OvatEK-oxTrH/,Cobrança indevida
COBRANÇA INDEVIDA - CONTRATO CANCELADO PELA CLARO - SEM CELULAR E SEM INTERNET HÁ DIAS,/claro/cobranca-indevida-contrato-cancelado-pela-claro-sem-celular-e-sem-inter_YZJibJh4ZKVIubEz/,Cobrança indevida
Furto de Créditos e aumento sem comunicação Prévia aos usuários,/claro/furto-de-creditos-e-aumento-sem-comunicacao-previa-aos-usuarios_lLYgHra6AlKUNGV5/,Cobrança indevida
Estão cobrando a 3 meses um valor no meu cartão de crédito que não solicitei.,/claro/estao-cobrando-a-3-meses-um-valor-no-meu-cartao-de-credito-que-nao-solicite_Y_PxnDMVpnVnUyPt/,Cobrança indevida
Não reconheço a divida,/claro/nao-reconheco-a-divida_OyFHrKeAXXMV0jOw/,Cobrança indevida
Valor cobrado inevidamente,/claro/valor-cobrado-inevidamente_YpQ5HXvxCcoc9GLl/,Cobrança indevida
Cobrança indevida no meu cpf,/claro/cobranca-indevida-no-meu-cpf_yxwwJIV35OmvFlNq/,Cobrança indevida
"Claro - Cobrando valor errado, ainda bloqueiam a internet. DESRESPEITO AO CLIENTE",/claro/claro-cobrando-valor-errado-ainda-bloqueiam-a-internet-desrespeito-ao-c_h19U8HydiuAZgZ4q/,Cobrança indevida
COBRANÇA INDEVIDA DE PORTABILIDADE,/claro/cobranca-indevida-de-portabilidade_C6zBPCoU0i6K9aV9/,Cobrança indevida
Cobrança indevida de taxa de cancelamento,/claro/cobranca-indevida-de-taxa-de-cancelamento_SJ6FCAa0jh7LnTYP/,Cobrança indevida
Cobranças indevida sempre final do ano e bloqueio da linha.,/claro/cobrancas-indevida-sempre-final-do-ano-e-bloqueio-da-linha_YezxABeDrCIiiF0z/,Cobrança indevida
Plano que eu não assinei finclaas,/claro/plano-que-eu-nao-assinei-finclaas_FxveLHfVVZnEv7F7/,Cobrança indevida
Cobrança de mensalidade referente a período posterior ao cancelamento,/claro/cobranca-de-mensalidade-referente-a-periodo-posterior-ao-cancelamento_F_jb8SHYpYlqIno-/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_XPTnrdw4O6pG1t3H/,Cobrança indevida
CLARO MANDOU A FATURA ERRADA,/claro/claro-mandou-a-fatura-errada_W1WG57QnwxLBxFPL/,Cobrança indevida
Valores diferentes do acordado,/claro/valores-diferentes-do-acordado_NWFc4tNHN1frY5yA/,Cobrança indevida
Cancelamento não efetuado,/claro/cancelamento-nao-efetuado_bgqF2pnNJgbVRPUb/,Cobrança indevida
Cobrança indevida claroflex,/claro/cobranca-indevida-claroflex_sqS0FryWsprtMzZt/,Cobrança indevida
Cancelaram o meu número,/claro/cancelaram-o-meu-numero_ard3U45IMMVcDoor/,Cobrança indevida
Claro móvel além de ruim não emite o boleto,/claro/claro-movel-alem-de-ruim-nao-emite-o-boleto_dFNHxl--gRAp_sqS/,Cobrança indevida
Falta de transparência com o cliente,/claro/falta-de-transparencia-com-o-cliente_yn0jloHKO58eqAhk/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_ctl7vucTS7qIKFCH/,Cobrança indevida
Número Bloqueado e mensalidade em dia,/claro/numero-bloqueado-e-mensalidade-em-dia_h8NLfRGKgch-mzLo/,Cobrança indevida
Operadora Claro não para de errar. UM ABSURDO,/claro/operadora-claro-nao-para-de-errar-um-absurdo_GdP07jh19YOdg12l/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_vmh17fOufbGcaFiI/,Cobrança indevida
Contratação de seguro sem meu conhecimento,/claro/contratacao-de-seguro-sem-meu-conhecimento_Ev24KBE6V7n5FWgp/,Cobrança indevida
CLARO E SUAS REGRAS OCULTAS,/claro/claro-e-suas-regras-ocultas_4c0PMDzRonGVoZGS/,Cobrança indevida
Mais um pedido falso,/claro/mais-um-pedido-falso_JOhwhmt4_RuPJQ8H/,Cobrança indevida
tenho problemas com a claro,/claro/tenho-problemas-com-a-claro_DUmitY3Xw6CFUsrj/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_5e5ojMhjSM9mDb9S/,Cobrança indevida
combrança indevida,/claro/combranca-indevida_jSJmo2g1aBmpomuu/,Cobrança indevida
Recarga errada,/claro/recarga-errada_iRP7ijdNvkQYeHqP/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_5l7aVlL3do9dKKkp/,Cobrança indevida
Cobrança,/claro/cobranca_j5EAIPdk1NTY4GjN/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_0cKAIpN111F_gZ6m/,Cobrança indevida
Valor de Fatura Incorreta com a Portabilidade solicitada,/claro/valor-de-fatura-incorreta-com-a-portabilidade-solicitada_WferYmLN6V1wn6aT/,Cobrança indevida
Pagamento em Duplicidade,/claro/pagamento-em-duplicidade_9pY90WSITGXGTExQ/,Cobrança indevida
Problema com fatura sem uso do produto,/claro/problema-com-fatura-sem-uso-do-produto_nMtRkLR7M90iGkNm/,Cobrança indevida
Divida negativada de serviço não contratado,/claro/divida-negativada-de-servico-nao-contratado_Lwg7gf4txJ1HqqFo/,Cobrança indevida
"Descaso no atendimento da Claro , erro de cobrança,  Gerente que se negou a falar com cliente , Péssimo atendimento",/claro/descaso-no-atendimento-da-claro-erro-de-cobranca-gerente-que-se-negou-a_vdclMQzCLiC4Sa7D/,Cobrança indevida
Falta de Respeito total,/claro/falta-de-respeito-total_T6wPQwHzKZ6l2A4l/,Cobrança indevida
PAGAMENTO EFETUADO Ñ FOI DADO BAIXA ESTÃO CANCELANDO OS SERVIÇOS,/claro/pagamento-efetuado-foi-dado-baixa-estao-cancelando-os-servicos_w-llyQFx92SOT2O1/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_k2HfMQoe0n-t6Yhd/,Cobrança indevida
Plano alterado sem pedido,/claro/plano-alterado-sem-pedido_YL7NG21ljU1mKt8z/,Cobrança indevida
Cobrança de juros por conta não emitida,/claro/cobranca-de-juros-por-conta-nao-emitida_3IVaqk_PnGEs-I9o/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_WcbMrq4NkvggZLTI/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_4E_9T3Q7dsxqYnPD/,Cobrança indevida
Desativaram a minha mesmo havendo pago a minha fatura,/claro/desativaram-a-minha-mesmo-havendo-pago-a-minha-fatura_loSfVJXZ8MG4Th60/,Cobrança indevida
"FIZ 3 RECARGAS DE 20,00 POR ERRO NO SISTEMA DA CLARO E NAO QUEREM DEVOLVER MEU DINHEIRO",/claro/fiz-3-recargas-de-20-00-por-erro-no-sistema-da-claro-e-nao-querem-devolver_lmjZVHgK-qUBY8jZ/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_9QzAAa-ppmBTTKG8/,Cobrança indevida
VENDA CASADA/ CANCELAMENTO NÃO REALIZADO,/claro/venda-casada-cancelamento-nao-realizado_MZGZ5Q4y0KD9JEdk/,Cobrança indevida
Cobrança de conta indevida.,/claro/cobranca-de-conta-indevida_6XoBcd8EyYfPpps6/,Cobrança indevida
Cobranças [Editado pelo Reclame Aqui],/claro/cobrancas_eAjV6b9DrnDayWQG/,Cobrança indevida
Recarga duplicada,/claro/recarga-duplicada_6fSBonK1X5ecVllN/,Cobrança indevida
Pior operadora da face do planeta terra,/claro/pior-operadora-da-face-do-planeta-terra_Bv13OxyIMzmuFx3V/,Cobrança indevida
Adesão: planos de serviços pós - pagos da claro,/claro/adesao-planos-de-servicos-pos-pagos-da-claro_fNM7CugHrK1-LCQa/,Cobrança indevida
"NÃO CHEGOU O CHIP, E CHEGOU A FATURA",/claro/nao-chegou-o-chip-e-chegou-a-fatura_bniVaj5Z35Xgefcl/,Cobrança indevida
Reajuste Fatura,/claro/reajuste-fatura_lhqYVIP854gJtdy-/,Cobrança indevida
Cobrança invida,/claro/cobranca-invida_jpCGH01kb_clbgaA/,Cobrança indevida
Débito indevido,/claro/debito-indevido_CRZy5my2YFxlREx_/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_MPWHPrC0BjvRg20H/,Cobrança indevida
Cobrança duplicada da fatura,/claro/cobranca-duplicada-da-fatura_-I9wyN1YwpDbFA7R/,Cobrança indevida
Reclamação não respondida,/claro/reclamacao-nao-respondida_FA3ayAUZCB0A04Oe/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_efHwAw4r4RqdUOKx/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_SmRadG3rgpU0v3DW/,Cobrança indevida
Cobranças [Editado pelo Reclame Aqui],/claro/cobrancas_P-ljFQfsEuhRoAc3/,Cobrança indevida
DESBLOQUEIEM MINHA LINHA,/claro/desbloqueiem-minha-linha_7awKOj8swbU2pZJq/,Cobrança indevida
INFORMO QUE ESTAMOS ENTRANDO COM PROCESSO.,/claro/informo-que-estamos-entrando-com-processo_EOl67VMUu9Xsnfqz/,Cobrança indevida
Alteração no valor da fatura.,/claro/alteracao-no-valor-da-fatura_32ux2x-XKVt61C1_/,Cobrança indevida
Muita indevida,/claro/muita-indevida_oIyLRdIlt2xi62PQ/,Cobrança indevida
Propaganda enganosa não cumprimento de contrato,/claro/propaganda-enganosa-nao-cumprimento-de-contrato_zMKpYPTe7arOpv6J/,Cobrança indevida
Cobrança indevida.,/claro/cobranca-indevida_dq1wjxZOwTJH0uip/,Cobrança indevida
2 anos de cobranças [Editado pelo Reclame Aqui],/claro/2-anos-de-cobrancas_9kQtHZ4x3qbtpDS_/,Cobrança indevida
Cobranças em desacordo com o contrato,/claro/cobrancas-em-desacordo-com-o-contrato_N7QqW_JTgcF6Vb6f/,Cobrança indevida
Cobrança Indevida,/claro/cobranca-indevida_ROFXTk2HQaL9w9M1/,Cobrança indevida
Operadora não para de me ligar buscando por Carlos,/claro/operadora-nao-para-de-me-ligar-buscando-por-carlos_O2N7EIAE7LdUWnbC/,Cobrança indevida
Cobrança indevida (Nome no Serasa),/claro/cobranca-indevida-nome-no-serasa_7W5Jiq9UuJYmjp3c/,Cobrança indevida
Cobrança de fatura em duplicidade,/claro/cobranca-de-fatura-em-duplicidade_izOieSbtT-q5Kl91/,Cobrança indevida
Paguei minha fatura e cobraram novamente,/claro/paguei-minha-fatura-e-cobraram-novamente_MbASomTRbYrZGkT5/,Cobrança indevida
Claro chip,/claro/claro-chip_t6ENpulDE2qOdsJs/,Cobrança indevida
cobranca sem epxlicação,/claro/cobranca-sem-epxlicacao_Tkq8uO1_sCZb7D--/,Cobrança indevida
Cobrança após 3 meses de cancelamento do plano controle,/claro/cobranca-apos-3-meses-de-cancelamento-do-plano-controle_GAfu_gFKFdjTBmOK/,Cobrança indevida
Débito de valor indevido,/claro/debito-de-valor-indevido_9E-GOAgr-N5qPYJB/,Cobrança indevida
Quitação de Dívida que Nunca é Quitada,/claro/quitacao-de-divida-que-nunca-e-quitada_FiDviwIVYVqyJbqA/,Cobrança indevida
Parcelamento no cartão de crédito,/claro/parcelamento-no-cartao-de-credito_qpqKMNCPia7Idhuf/,Cobrança indevida
Estão cobrando a mais sem eu ter usado.,/claro/estao-cobrando-a-mais-sem-eu-ter-usado_WDVw-oI3Qf1gx5gc/,Cobrança indevida
Conta paga não reconhecida,/claro/conta-paga-nao-reconhecida_vtyhuQYXd18tswR6/,Cobrança indevida
PLANO CANCELADO E AINDA RECEBO COBRANÇA,/claro/plano-cancelado-e-ainda-recebo-cobranca_BlDkevxCUoqt7kD_/,Cobrança indevida
alteração valor fatura,/claro/alteracao-valor-fatura_q8C_WM3q7-_7cAAB/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_fPKWKHByan8d2jfX/,Cobrança indevida
REEMBOLSO PROMETIDO NÃO REALIZADO,/claro/reembolso-prometido-nao-realizado_fK2J0mmWSBHdD9T8/,Cobrança indevida
Não avisaram sobre o fim da fidelidade e dobraram o valor da fatura,/claro/nao-avisaram-sobre-o-fim-da-fidelidade-e-dobraram-o-valor-da-fatura_34KlCWIf8nMrb-2t/,Cobrança indevida
Mudança de Endereço para local sem cobertura da Claro Multi,/claro/mudanca-de-endereco-para-local-sem-cobertura-da-claro-multi_nLRp44C0gHOtjNFl/,Cobrança indevida
Fatura Claro Móvel Setembro com valor zerado na fatura PDF e no App minha Claro.,/claro/fatura-claro-movel-setembro-com-valor-zerado-na-fatura-pdf-e-no-app-minha-c_angNyWzDqTW4BqIj/,Cobrança indevida
Venda de planos por um valor mas a fatura em outro valor,/claro/venda-de-planos-por-um-valor-mas-a-fatura-em-outro-valor_FVo-d_s67s8Hq0Hl/,Cobrança indevida
Cobrança de Multa indevida,/claro/cobranca-de-multa-indevida_wQSHus1WtUVkzM4v/,Cobrança indevida
cobrança indevida,/claro/cobranca-indevida_8iFRduhO-_GFSWYa/,Cobrança indevida
Cobrança após cancelamento de assinatura,/claro/cobranca-apos-cancelamento-de-assinatura_Eq6OudRRkyCvJuQ5/,Cobrança indevida
COBRANÇA [Editado pelo Reclame Aqui] DE PLANO JÁ CANCELADO,/claro/cobranca-de-plano-ja-cancelado_v6AftdbaZUFWvyD9/,Cobrança indevida
Linha roubada do meu cpf,/claro/linha-do-meu-cpf_s7b8yRAhgQpcl7tI/,Cobrança indevida
Dor de cabeça que nunca acaba,/claro/dor-de-cabeca-que-nunca-acaba_JwzdyYq-r0hcYtbT/,Cobrança indevida
Mudança de plano sem autorizacao,/claro/mudanca-de-plano-sem-autorizacao_NZ8bqxil2bPXWG8O/,Cobrança indevida
Aumento na conta sem aviso prévio,/claro/aumento-na-conta-sem-aviso-previo_JTguo1PqmsRqA-S4/,Cobrança indevida
Ligações de telemarketing,/claro/ligacoes-de-telemarketing_OkA1vjMpUQnQkceO/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_qg-W0AVCHRDJRoEz/,Cobrança indevida
Cobrança Indevida,/claro/cobranca-indevida_qR9m8yXJRPDvqsRn/,Cobrança indevida
Não consigo fazer estorno,/claro/nao-consigo-fazer-estorno_RKm_hRQZCSiG5Mu7/,Cobrança indevida
cobrança indevida,/claro/cobranca-indevida_1akzNCd18pPjzQLo/,Cobrança indevida
"FALTA DE ÉTICA, PROFISSIONALISMO E INFORMAÇÕES LEVIANAS E AÇÕES [Editado pelo Reclame Aqui]",/claro/falta-de-etica-profissionalismo-e-informacoes-levianas-e-acoes_6CJI8cY9bMmblKAq/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_a2lQz2gT4vJURLeP/,Cobrança indevida
PAGUEI MINHA FATURA E A EMPRESA NÃO DA BAIXA NO SISTEMA,/claro/paguei-minha-fatura-e-a-empresa-nao-da-baixa-no-sistema_hLgoxUwFzKvUBR1W/,Cobrança indevida
"INTERNET/LINHA CORTADA, PORÉM PAGA",/claro/internet-linha-cortada-porem-paga_IypqCgnXXDEgaCt8/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_GEXiXNmLlz6R8O9m/,Cobrança indevida
Cobrança indevida e prejuízo,/claro/cobranca-indevida-e-prejuizo__f7wwpXt2rLNh-SW/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_-MDpU-AzmqxHo7c3/,Cobrança indevida
Cobrança indevida,/claro/cobranca-indevida_BnwMtckxuRpzeEOQ/,Cobrança indevida
Aumento súbito absurdo e não notificado de fatura,/claro/aumento-subito-absurdo-e-nao-notificado-de-fatura_mK3ZMBQ0Cy5hOmXn/,Cobrança indevida
